Id,Title,Price,User_id,profileName,review/helpfulness,review/score,review/time,review/summary,review/text
B0007DWEOU,"The Screwtape letters,",,AANVQ29G6GVA8,Z. Phoenix,3/3,5.0,1158710400,A must-read classic of the 20th century.,"C.S. Lewis is clearly one of the masters of 20th century prose. His theological ideas are very succulent in their purpose and while I may not agree with every doctrinal belief of his, the essence of his message is a very pure one - fulfilment comes only from submitting your will to the Father, through loyal service, dedication, and love (which He very happily returns to you in limitless abounds).""The Screwtape Letters"" is a collection of epistles from the senior devil Screwtape to his junior 'tempter-in-training' nephew, Wormwood. The contents of Scewtape's letters are various discourses on how to spiritually influence the tempter's human ""patient"" into staying as far away from God as possible.Through this devil's advocate style of writing, we are given a very interesting glimpse into the workings of the evil one and how he can gradually pull people away from the Father through subtle tactical advances.Many times through reading Screwtape's letters as he discussed the behaviour of Wormwood's patient, I would have to stop myself and think, ""Wow, I have acted exactly the same in that situation before"" and Lewis begins to open up your perception of your own behaviour with an accurate objective commentary of our human thought processes - and the way in which they can be turned against us, e.g. how realising one's own humility can easily turn into a form of spiritual pride.Most surprisingly, was a passage where Screwtape discusses how God's only desire is for every human being to become exactly as his Son is, to the point where they realise that they are themselves sons and daughters of God. Lewis definitely understands the very core of Jesus' teachings, no matter how much Christianity has corrupted them over the years.Fiction-wise, all of the characters mentioned are given to us in brief glimpses at different times in the book, to the point where while there may not be large amounts of detail on them all, you could give a good description of each at the end of reading the entire book.Some of the more ""story"" focused elements are quite fun, and give us a glimpse into the 'mythos' that Lewis has obviously given some thought to before writing the ""Letters"". While some events are quite enjoyable, even humorous at times (such as when Screwtape's momentary anger causes him to involuntarily transform into a giant centipede) I felt slightly disappointed that there weren't more plot elements or details of this demonic ""world"" that Lewis' characters live in - although perhaps this was to preserve the authentic tone of the letters and the fluidity with which the book progresses.Overall, some passages touched me so deeply that I would have to ponder on them for some time before continuing on. I must admit that some of Lewis' ideas were so profound; they went over my head completely (I'm only 17 and have no qualms about admitting that I still have much more to learn, spiritually and intellectually). I hope that with future re-readings of this book (which for me, there most definitely will be!) I will pick up on things I had missed last time and, with hope, have a few more moments of inspired revelation.This is most definitely a classic which should be read by everyone, religious or not. It will open up your mind to many philosophical ideas about the nature of human beings and the psychological way in which we perceive spirituality.For those looking purely for a fictional reading experience, this one may be a little scant on details to satisfy your curiosity.I have no hesitations in recommending this book with a stellar 5/5 stars."
B000K0DB8I,Left Behind - A Novel Of The Earth's Last Days,,A5XSJN0U99AI7,Tyson Mclane,1/4,5.0,1067212800,Other revies not fair,"I must say im on Book 3 of the left behind series. In fact im reading it as i sit here at work writing this review. The writing is not as others say horrible, as a reader who reads books by Tom Clancy, Steinback, Anne Rice, and Louis La'mour and others i must say that these book rate very high on the in-depth reading level that all the author's i mentioned portray. The series starts out with Rayford Steele a Airline pilot flying a routine flight when 80% of his crew and passengers disappear. This is teh rapture. All i can say is that from their the story is amazing. I was a non christin and i still have issues that keep me form coming a die hard christin. I do believe in god, and the rapture but do not believe certain things in the bible. This book on a non christian level opens the mind to the possiblity of the rapture actually occuring and hell even if you dont really believe it makes for a great fictionious novel. On a christian level the meaning and truth of this series is there. All i can say is give this book a chance, and dont read it with a closed mind. If i picked it up expecting another lame &quot;bible&quot; based book i would have hated it. But it was read with intuition and curiousity that just made it exciting. So read the whole series and tell me if the writing is as horrible as everybody saysTM"
0785384200,Disney: Finding Nemo (Interactive Sound Book) (Interactive Play-A-Sound),,A30YOB50PU5MT5,Amy Heimberg,3/8,5.0,1123200000,A sea of fun for young tots,Very interactive with young tots who love the sea creatures
B000OVOJX4,The Butterfly Revolution,,,,0/0,5.0,896918400,This book has something for every type of reader.,"I loved this book. There are many reasons why it is so great. One reason is that it wasn't predictable. Things would happen that I never would have seen coming, and I liked that because most books never surprise me. The story twists and turns all over the place going from quiet to violent, innocent to guilty. Even though the story is always changing and has new things happening all the time it is easy to follow the plot and not get lost in minor details. The story is told by a boy named Winston Weyn, and the book is his dairy. Seeing the story from his point of view is very interesting and gives insight into his mind as well as just hearing the story. I really liked this story and I think that anyone with a little free time or looking for a book for school should read this book."
020161622X,The Pragmatic Programmer: From Journeyman to Master,,A2ZRTAV6HX22TP,Benjie Fallar III,0/0,5.0,1355875200,Must read to all developers,"Two thumbs up! Must have for all developers, programmers, architects and consultants. This book make you more productive, smarter and better developer."
1400034116,Plain Heathen Mischief,15.0,A11ODEZXQSXO,"Deana Heath Clark ""petals and pups""",4/4,5.0,1084406400,WOW!,"Be prepared: You won't be able to put this book down or close it to go to sleep. It's not easy to weave together emotional scenes (the chapter about the book's main character and his nephew at Christmas), mystery (the whole insurance scam), comedy (take your pick, but an exchange about a character who doesn't listen to songs ""by dead singers"" is priceless) and religion (""How does God like his martini made?""). Entertaining, well-written, flawlessly put together and the kind of book that should be taken seriously when it comes to awards. Don't miss it, but be ready to miss a few nights sleep."
0887403220,German Heavy Mortars:,9.95,A9VNHNZX6PQF8,"David P. Rouleau ""700+ movie collector""",0/0,4.0,1271980800,Good book on Heavy German Mortars,"Has many great pictures of Heavy mortars,but they DIDN'T have any pictures of the 54cm.mortars!! They mention them,but no pics!!!Plus they call just about every artillery piece a MORTAR!!!"
1570960283,Tender Rebel,,AKMNK9Z5LSIF5,Ronnie,0/0,4.0,1358985600,Anthony and Roslyn,"I liked this book. Book one was better, but this was still good. Anthony finds his mate in this one. Roslyn really does have trust issues with him because he's a rake. He swears he's reformed. All works out in the end."
B000F33WU2,The Old Man and the Sea,,A64DJ78LLAJET,Craig Coleman,1/1,4.0,1349913600,The Old Man and the Sea,"Living in the Keys I felt obligated to read one of Hemingway's classics. Great work on struggle, perseverance and overcoming adversity."
B00021GLXM,Tell Me Your Dreams,,A3VAJJ8AK3K4QX,Daija D.,0/0,5.0,1043107200,A book that you can't put down,"This was the very firt Sidney Sheldon book that I read. It was a very interesting book and i could not put it down until i finished it. This book was a graber fom the beginning, ad it was very easy for me t get into the stoy, even thogh i don't really like to read novels a lot.The book was very well written and i recommend anyone that wnts to read a boo to read this one."
0130304573,Medical-Surgical Nursing: Reviews and Rationales (Prentice Hall Nursing Reviews & Rationales Series),,AJC7IWRH8C0UR,onlineRNstudentBSN,0/0,5.0,1280880000,great book for studying!!,"wow! this book is really a miracle book because it helped me pass medsurg class in nursing school, and I just passed my EC medsurg exam as well. It has at least 30Q per chapter, and lots of easy to read explanations.this book was worth every penny. I would give this book a million stars if I had the option! I am definitely a big fan of reviews and rationales!"
B0007JGVHK,A room of one's own,,A2GDPBE627DQSL,Gaines Arnold,0/0,5.0,1360800000,A Woolf Classic,"I have read much of what Virginia Woolf wrote, and this has to be my favorite. Although I am not a woman, I can understand how this fueled the women's movement long after the boook was written. Woolf provides, in two brief appearances at Cambridge, guidance for women and other marginalized groups as they sought (and seek) to move into the mainstream of society."
1404329544,Salammbo,,A2APGTORL32LEY,"Cinda M. ""fromtheback40""",17/19,3.0,1014163200,La Vie Ennuyeuse,"&quot;Delenda est Carthago! Delenda est Carthago!&quot;(&quot;Carthage must be destroyed!&quot;) were some of the best-remembered words of Marcus Porcius Cato, a senator of Rome during the second century BC. He got his wish at the end of the Third Punic War, when Carthage effectively ceased to exist. I used to feel a certain sympathy for the Carthaginians. Then I read Salammbo.I first encountered this novel at the impressionable age of 13, and had no idea what to make of it. I had to gain a lot more knowledge (and cynicism) before I could approach it with anything but nausea. It is not a pretty book, nor do the actions of the protagonists make much sense, until one takes them in the context of Flaubert. He did do a good deal of historical research, but he was, as A.J. Krailsheimer points out in the introduction, also an enthusiastic student of de Sade. This novel is not simply about violence (although the reader will need hip-waders to get through the gore); it is about the torture of futility. It brims with sensual enticements, only to see every effort come to disaster. Even Salammbo herself is doomed by the very thing she wants most: she only wishes to become an initiate of Tanit, but her wish leads to her downfall.All that said, I had some fairly significant troubles with the plot, and that started in the very first chapter. The soldiers are rioting through the garden, and Salammbo comes out of her room to scold them (in tongues) for destroying her pet fish. Why, I said to myself, does a father who wants to marry his daughter off well leave her without guards in a place where a bunch of drunken mercenaries can get at her? Once I started reading critically, things went downhill from there. The characters seem to have no control over what happens to them, so they struggle on through an atmosphere of dreamy, cynical futility until the bloody finale. I kept wanting to give someone, preferably Flaubert, a swift kick in the pants."
0764227033,Together is All We Need (Shenandoah Sisters #4),,A24H4WUFUDPTAA,"Christina Lockstein ""Christy's Book Blog""",2/2,4.0,1128384000,"Weakest entry in series, but still good reading","I was a little let down in this last book in the Shenandoah Sisters series. Uncle Ward's ride to the rescue was cut a little too close to feel real and much of the book was about the troubles of Templeton. There was less focus in this book on the girls who live in the house and more on the uncles. I was also uncomfortable with Mayme relating events she and Katie never witnessed, a plot device not used in previous books. However, the book is still very readable and if you've read the rest of the series, you don't want to miss this book. Katie and Mayme are growing up and it shows. I'm a bit sad that there are no more in the series. I will miss reading about the cousins and the rest of their family."
